Time,Execution Time
Thu Nov 26 16:39:14 2020,1.03580904006958
Thu Nov 26 16:39:16 2020,0.9529800415039062
Thu Nov 26 16:39:21 2020,2.0480101108551025
Thu Nov 26 16:39:23 2020,0.9200778007507324
Thu Nov 26 16:39:25 2020,0.8735852241516113
Thu Nov 26 16:39:27 2020,1.0896666049957275
Thu Nov 26 16:39:29 2020,1.0305421352386475
Thu Nov 26 16:39:31 2020,1.1116080284118652
Thu Nov 26 16:39:33 2020,1.1045429706573486
Thu Nov 26 16:39:35 2020,0.9204790592193604
Thu Nov 26 16:39:37 2020,0.9331676959991455
Thu Nov 26 16:39:39 2020,0.9338560104370117
Thu Nov 26 16:39:41 2020,1.042957067489624
Thu Nov 26 16:39:43 2020,1.008085012435913
Thu Nov 26 16:39:45 2020,0.962158203125
Thu Nov 26 16:39:47 2020,0.9887261390686035
Thu Nov 26 16:39:49 2020,0.9484689235687256
Thu Nov 26 16:39:51 2020,1.012091875076294
Thu Nov 26 16:39:53 2020,0.9300620555877686
Thu Nov 26 16:39:55 2020,1.022179126739502
Thu Nov 26 16:39:57 2020,1.0301270484924316
Thu Nov 26 16:39:59 2020,1.0345451831817627
Thu Nov 26 16:40:01 2020,0.9603619575500488
Thu Nov 26 16:40:03 2020,0.9050467014312744
Thu Nov 26 16:40:05 2020,1.0339128971099854
Thu Nov 26 16:40:07 2020,1.026228904724121
Thu Nov 26 16:40:09 2020,1.129094123840332
Thu Nov 26 16:40:12 2020,1.0395100116729736
Thu Nov 26 16:40:13 2020,0.9297571182250977
Thu Nov 26 16:40:15 2020,0.9310197830200195
Thu Nov 26 16:40:17 2020,1.0100538730621338
Thu Nov 26 16:40:20 2020,1.1018280982971191
Thu Nov 26 16:40:22 2020,0.8674898147583008
Thu Nov 26 16:40:24 2020,0.9872140884399414
Thu Nov 26 16:40:26 2020,0.9615249633789062
Thu Nov 26 16:40:28 2020,0.9838838577270508
Thu Nov 26 16:40:30 2020,1.0399329662322998
Thu Nov 26 16:40:32 2020,0.9177391529083252
Thu Nov 26 16:40:34 2020,0.9282612800598145
Thu Nov 26 16:40:36 2020,1.0341532230377197
Thu Nov 26 16:40:38 2020,1.0330989360809326
Thu Nov 26 16:40:40 2020,1.0327019691467285
Thu Nov 26 16:40:42 2020,0.9342837333679199
Thu Nov 26 16:40:44 2020,0.9501283168792725
Thu Nov 26 16:40:46 2020,1.0237419605255127
Thu Nov 26 16:40:48 2020,0.9205150604248047
Thu Nov 26 16:40:49 2020,0.8644042015075684
Thu Nov 26 16:40:51 2020,0.9810652732849121
Thu Nov 26 16:40:54 2020,1.0252869129180908
Thu Nov 26 16:40:55 2020,0.8776750564575195
Thu Nov 26 16:40:58 2020,1.0876500606536865
Thu Nov 26 16:41:00 2020,1.0184879302978516
Thu Nov 26 16:41:01 2020,0.9242870807647705
Thu Nov 26 16:41:04 2020,1.0222280025482178
Thu Nov 26 16:41:06 2020,1.0228700637817383
Thu Nov 26 16:41:07 2020,0.8921771049499512
Thu Nov 26 16:41:09 2020,0.963860034942627
Thu Nov 26 16:41:11 2020,0.931373119354248
Thu Nov 26 16:41:13 2020,0.8511631488800049
Thu Nov 26 16:41:15 2020,0.9836719036102295
Thu Nov 26 16:41:17 2020,0.9104471206665039
Thu Nov 26 16:41:19 2020,1.0032758712768555
Thu Nov 26 16:41:21 2020,0.9481658935546875
Thu Nov 26 16:41:23 2020,0.9972119331359863
Thu Nov 26 16:41:25 2020,1.0260579586029053
Thu Nov 26 16:41:27 2020,1.02353835105896
Thu Nov 26 16:41:29 2020,1.022383213043213
Thu Nov 26 16:41:32 2020,1.5280179977416992
Thu Nov 26 16:41:34 2020,1.005066156387329
Thu Nov 26 16:41:36 2020,1.026144027709961
Thu Nov 26 16:41:38 2020,0.9298219680786133
Thu Nov 26 16:41:40 2020,0.9469902515411377
Thu Nov 26 16:41:42 2020,1.010286808013916
Thu Nov 26 16:41:44 2020,1.0291399955749512
Thu Nov 26 16:41:46 2020,0.9012911319732666
Thu Nov 26 16:41:48 2020,1.0356791019439697
Thu Nov 26 16:41:50 2020,1.0449228286743164
Thu Nov 26 16:41:52 2020,0.929163932800293
Thu Nov 26 16:41:54 2020,0.9135229587554932
Thu Nov 26 16:41:56 2020,0.9235100746154785
Thu Nov 26 16:41:58 2020,0.9421827793121338
Thu Nov 26 16:42:00 2020,1.0136172771453857
Thu Nov 26 16:42:02 2020,0.9296057224273682
Thu Nov 26 16:42:04 2020,1.0268511772155762
Thu Nov 26 16:42:06 2020,1.047541856765747
Thu Nov 26 16:42:08 2020,1.0234355926513672
Thu Nov 26 16:42:10 2020,1.038635015487671
Thu Nov 26 16:42:12 2020,0.9207301139831543
Thu Nov 26 16:42:14 2020,1.0356390476226807
Thu Nov 26 16:42:16 2020,0.9181041717529297
Thu Nov 26 16:42:18 2020,1.063915729522705
Thu Nov 26 16:42:20 2020,0.985069990158081
Thu Nov 26 16:42:22 2020,0.9753422737121582
Thu Nov 26 16:42:24 2020,0.9309098720550537
Thu Nov 26 16:42:26 2020,1.0225300788879395
Thu Nov 26 16:42:28 2020,1.026149034500122
Thu Nov 26 16:42:30 2020,0.9285321235656738
Thu Nov 26 16:42:32 2020,0.9230990409851074
Thu Nov 26 16:42:34 2020,0.9233150482177734
Thu Nov 26 16:42:36 2020,0.8667399883270264
Thu Nov 26 16:42:38 2020,0.9738342761993408
